Article ID;GOLD: R: Risikotypen;GOLD: R: RT: Datenschutz, Privatsphäre, Überwachung;GOLD: R: RT: Haftung/Verantwortung;GOLD: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;GOLD: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;GOLD: R: RT: Intransparenz (Blackbox);GOLD: R: RT: Kommodifizierung der Nutzer (Ausbeutung);GOLD: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;GOLD: R: RT: Diskriminierung, Ungleichheit;GOLD: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;GOLD: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;GOLD: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;GOLD: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;GOLD: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);GOLD: R: RT: Ungleichheit bei Sozialabgaben / Steuergerechtigkeit;GOLD: R: RT: Wirtschaftlichkeit und Effizienz;GOLD: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;GOLD: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;GOLD: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;GOLD: R: RT: Marktmacht, Monopolisierung;PRED: R: Risikotypen;PRED: R: RT: Datenschutz, Privatsphäre, Überwachung;PRED: R: RT: Haftung/Verantwortung;PRED: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;PRED: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;PRED: R: RT: Intransparenz (Blackbox);PRED: R: RT: Kommodifizierung der Nutzer (Ausbeutung);PRED: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;PRED: R: RT: Diskriminierung, Ungleichheit;PRED: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;PRED: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;PRED: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;PRED: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;PRED: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);PRED: R: RT: Ungleichheit bei Sozialabgaben / Steuergerechtigkeit;PRED: R: RT: Wirtschaftlichkeit und Effizienz;PRED: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;PRED: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;PRED: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;PRED: R: RT: Marktmacht, Monopolisierung;AVG DIFF: R: Risikotypen;AVG DIFF: R: RT: Datenschutz, Privatsphäre, Überwachung;AVG DIFF: R: RT: Haftung/Verantwortung;AVG DIFF: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;AVG DIFF: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;AVG DIFF: R: RT: Intransparenz (Blackbox);AVG DIFF: R: RT: Kommodifizierung der Nutzer (Ausbeutung);AVG DIFF: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;AVG DIFF: R: RT: Diskriminierung, Ungleichheit;AVG DIFF: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;AVG DIFF: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;AVG DIFF: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;AVG DIFF: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;AVG DIFF: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);AVG DIFF: R: RT: Ungleichheit bei Sozialabgaben / Steuergerechtigkeit;AVG DIFF: R: RT: Wirtschaftlichkeit und Effizienz;AVG DIFF: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;AVG DIFF: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;AVG DIFF: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;AVG DIFF: R: RT: Marktmacht, Monopolisierung;Average difference per article
STANDARD_20170323194003312040055;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.9999;0.0226;0.0064;0.9585;0.1036;0.009;0.0173;0.0081;0.0071;0.3557;0.0094;0.0691;0.0004;0.0004;0.0039;0.0001;0.1616;0.2356;0.0584;0.3309;0.0001;0.0226;0.0064;0.0415;0.1036;0.991;0.0173;0.0081;0.9929;0.3557;0.0094;0.0691;0.0004;0.0004;0.0039;0.0001;0.1616;0.2356;0.0584;0.3309;0.1704
FALTER_2017032239A20C3CF6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9766;0.0207;0.0133;0.9575;0.0118;0.0097;0.0089;0.0038;0.0225;0.727;0.0059;0.2671;0.0013;0.0033;0.0052;0.0002;0.0321;0.0066;0.0056;0.3202;0.0234;0.0207;0.0133;0.0425;0.0118;0.0097;0.0089;0.0038;0.0225;0.727;0.0059;0.2671;0.0013;0.0033;0.0052;0.0002;0.0321;0.0066;0.0056;0.3202;0.0766
MEDIANET_201801191CD52EA209;1;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0.9997;0.0458;0.0007;0.9969;0.9356;0.0198;0.0233;0.0112;0.0017;0.9923;0.9692;0.005;0.0003;0.0;0.0002;0.0;0.0002;0.0037;0.0;0.0145;0.0003;0.0458;0.0007;0.0031;0.9356;0.0198;0.0233;0.0112;0.0017;0.0077;0.0308;0.995;0.0003;0.0;0.9998;0.0;0.0002;0.0037;0.0;0.0145;0.1547
STANDARD_20130713194001270370094;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.779;0.0053;0.0012;0.0001;0.0003;0.0001;0.0001;0.006;0.0002;0.4993;0.002;0.0001;0.0;0.0046;0.0091;0.0009;0.0368;0.001;0.0124;0.0018;0.221;0.9947;0.0012;0.0001;0.0003;0.0001;0.0001;0.006;0.0002;0.5007;0.002;0.0001;0.0;0.0046;0.0091;0.0009;0.0368;0.001;0.0124;0.0018;0.0897
OOEN_20180125040004262250071;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.6305;0.0104;0.0014;0.0039;0.1071;0.0012;0.0027;0.0316;0.0012;0.3193;0.0024;0.0565;0.0016;0.0177;0.0088;0.0001;0.115;0.0022;0.0398;0.0286;0.3695;0.0104;0.0014;0.9961;0.1071;0.0012;0.0027;0.0316;0.0012;0.3193;0.9976;0.0565;0.0016;0.0177;0.0088;0.0001;0.115;0.0022;0.0398;0.0286;0.1554
OESTERREICH_201705281039445318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0388;0.0037;0.001;0.0037;0.0024;0.0001;0.0001;0.0004;0.0005;0.0008;0.0018;0.0005;0.0;0.0001;0.0001;0.0024;0.0011;0.0486;0.0142;0.0062;0.0388;0.0037;0.001;0.0037;0.0024;0.0001;0.0001;0.0004;0.0005;0.0008;0.0018;0.0005;0.0;0.0001;0.0001;0.0024;0.0011;0.0486;0.0142;0.0062;0.0063
WZ_20120811031310280150021;1;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0.9787;0.0745;0.0068;0.0253;0.4352;0.0982;0.0081;0.0593;0.0173;0.884;0.0177;0.0033;0.0013;0.0096;0.0069;0.0041;0.0003;0.003;0.0058;0.0349;0.0213;0.9255;0.0068;0.9747;0.5648;0.0982;0.0081;0.0593;0.0173;0.116;0.9823;0.9967;0.0013;0.0096;0.0069;0.0041;0.0003;0.003;0.0058;0.9651;0.2884
STANDARD_20160924194006198620098;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0.6886;0.0023;0.002;0.0012;0.0001;0.0003;0.0005;0.0009;0.0003;0.3129;0.004;0.0139;0.0003;0.0001;0.0014;0.0005;0.0045;0.0102;0.154;0.0004;0.3114;0.9977;0.002;0.0012;0.0001;0.0003;0.0005;0.0009;0.9997;0.6871;0.004;0.0139;0.0003;0.0001;0.0014;0.0005;0.0045;0.0102;0.154;0.0004;0.1595
WZ_20161228031110098750062;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.9999;0.958;0.0139;0.1466;0.6115;0.0006;0.0269;0.0058;0.0074;0.3843;0.0507;0.058;0.0001;0.1352;0.015;0.0003;0.8725;0.0146;0.291;0.6091;0.0001;0.042;0.0139;0.8534;0.3885;0.0006;0.0269;0.0058;0.9926;0.3843;0.0507;0.058;0.0001;0.1352;0.015;0.0003;0.8725;0.0146;0.291;0.6091;0.2377
MWVOLL_20130610_2958740;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.9555;0.0111;0.0;0.0004;0.0109;0.0;0.0001;0.0451;0.0003;0.2071;0.1751;0.0005;0.0021;0.0002;0.0;0.007;0.0005;0.7075;0.0003;0.0;0.0445;0.0111;1.0;0.0004;0.9891;0.0;0.0001;0.0451;0.0003;0.2071;0.8249;0.0005;0.0021;0.0002;0.0;0.007;0.0005;0.7075;0.0003;1.0;0.242
STANDARD_20160921194004165110114;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.0;0.577;0.0002;0.7959;0.3766;0.0106;0.0004;0.0478;0.0002;0.0199;0.0022;0.7466;0.0038;0.0008;0.0;0.0;0.0164;0.014;0.0167;0.0047;0.0;0.577;0.0002;0.2041;0.3766;0.0106;0.0004;0.0478;0.0002;0.0199;0.9978;0.7466;0.0038;0.0008;0.0;0.0;0.0164;0.014;0.0167;0.0047;0.1519
KLEINE_20180131041006324230241;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0.9898;0.0361;0.009;0.0116;0.0013;0.012;0.0014;0.0498;0.0162;0.0127;0.0135;0.4451;0.0;0.0003;0.002;0.0011;0.0524;0.0004;0.2308;0.0083;0.0102;0.0361;0.009;0.0116;0.0013;0.012;0.0014;0.9502;0.0162;0.9873;0.0135;0.4451;0.0;0.0003;0.002;0.0011;0.0524;0.0004;0.2308;0.0083;0.1395
KURIER_201210090311310024;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6693;0.0015;0.0001;0.0012;0.0019;0.0;0.0;0.0009;0.0009;0.6551;0.0081;0.0028;0.0;0.0;0.0005;0.0005;0.0009;0.0004;0.0797;0.0005;0.3307;0.0015;0.0001;0.9988;0.0019;1.0;0.0;0.0009;0.0009;0.6551;0.0081;0.0028;0.0;0.0;0.0005;0.0005;0.0009;0.0004;0.0797;0.0005;0.1542
WZ_20160102031110045780077;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9949;0.1426;0.0701;0.988;0.0289;0.5286;0.0508;0.0003;0.3319;0.0607;0.6555;0.0025;0.0016;0.0166;0.0109;0.0013;0.0028;0.0025;0.0;0.8964;0.0051;0.1426;0.0701;0.012;0.0289;0.4714;0.0508;0.0003;0.3319;0.0607;0.6555;0.0025;0.0016;0.0166;0.0109;0.0013;0.0028;0.0025;0.0;0.8964;0.1382
TREND_201612226E11013D1F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9006;0.1084;0.0105;0.0011;0.0013;0.0004;0.0059;0.0016;0.0075;0.6662;0.0281;0.0061;0.0027;0.0014;0.0596;0.0046;0.0456;0.2788;0.7618;0.0047;0.9006;0.1084;0.0105;0.0011;0.0013;0.0004;0.0059;0.0016;0.0075;0.6662;0.0281;0.0061;0.0027;0.0014;0.0596;0.0046;0.0456;0.2788;0.7618;0.0047;0.1448
WZ_20170729031307212620093;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.6773;0.0015;0.0044;0.0016;0.0247;0.0004;0.0033;0.0007;0.0059;0.0129;0.0136;0.0281;0.0009;0.0002;0.0496;0.0003;0.0054;0.0276;0.9134;0.0195;0.3227;0.0015;0.0044;0.9984;0.0247;0.9996;0.0033;0.0007;0.0059;0.9871;0.0136;0.0281;0.0009;0.0002;0.0496;0.0003;0.0054;0.0276;0.9134;0.0195;0.2203
HOR_2018082490C6B90BA6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6038;0.0076;0.0005;0.8445;0.1037;0.0119;0.0014;0.0009;0.0058;0.5193;0.0643;0.0017;0.0001;0.0002;0.0001;0.0014;0.0012;0.0002;0.0001;0.1488;0.3962;0.0076;0.0005;0.8445;0.8963;0.0119;0.0014;0.0009;0.0058;0.5193;0.0643;0.0017;0.0001;0.0002;0.0001;0.0014;0.0012;0.0002;0.0001;0.1488;0.1451
OEREICHE_20150917CDE3FEEF88;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.004;0.0007;0.0;0.0025;0.0047;0.0001;0.0;0.0365;0.0002;0.0212;0.0;0.0011;0.0;0.001;0.0001;0.0008;0.0061;0.0001;0.0019;0.0012;0.996;0.0007;0.0;0.0025;0.0047;0.0001;0.0;0.0365;0.0002;0.9788;0.0;0.0011;0.0;0.001;0.0001;0.0008;0.0061;0.0001;0.0019;0.0012;0.1016
WZ_20160617031109050310088;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.8343;0.0608;0.0947;0.0228;0.0006;0.0005;0.0031;0.0116;0.0046;0.014;0.0542;0.0164;0.0017;0.0008;0.0043;0.0007;0.0012;0.605;0.0162;0.0043;0.1657;0.0608;0.0947;0.0228;0.0006;0.0005;0.0031;0.0116;0.0046;0.986;0.0542;0.0164;0.0017;0.0008;0.0043;0.0007;0.0012;0.605;0.0162;0.0043;0.1028
PRESSE_201805281915090038;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.9999;0.5186;0.293;0.0408;0.0141;0.0222;0.041;0.0982;0.0113;0.2013;0.0209;0.8842;0.0008;0.008;0.0479;0.0008;0.4642;0.0678;0.0287;0.0234;0.0001;0.5186;0.293;0.9592;0.0141;0.9778;0.041;0.0982;0.0113;0.2013;0.9791;0.1158;0.0008;0.008;0.0479;0.0008;0.5358;0.0678;0.0287;0.0234;0.2461
FURCHE_201709219910618CEC;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0.8689;0.0764;0.0001;0.0006;0.0008;0.0002;0.0;0.0086;0.0002;0.0919;0.0001;0.0339;0.0002;0.0045;0.0;0.0017;0.0608;0.0032;0.006;0.0003;0.1311;0.0764;0.0001;0.9994;0.9992;0.9998;0.0;0.0086;0.9998;0.9081;0.0001;0.0339;0.0002;0.0045;0.0;0.0017;0.0608;0.9968;0.006;0.0003;0.3113
EMEDIA_20181025A5F12F21B0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0973;0.0009;0.0009;0.0002;0.0007;0.0;0.0;0.0045;0.0002;0.0395;0.0;0.0007;0.0004;0.0001;0.0033;0.0009;0.0015;0.003;0.0207;0.0001;0.0973;0.0009;0.0009;0.0002;0.0007;0.0;0.0;0.0045;0.0002;0.0395;0.0;0.0007;0.0004;0.0001;0.0033;0.0009;0.0015;0.003;0.0207;0.0001;0.0087
PROFIL_201507279F8A2214BC;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0.9938;0.6711;0.0023;0.0465;0.0034;0.0003;0.0001;0.0137;0.0009;0.9918;0.0009;0.0794;0.0002;0.0026;0.0001;0.0407;0.0007;0.0056;0.0732;0.0014;0.0062;0.6711;0.0023;0.0465;0.0034;0.9997;0.0001;0.0137;0.9991;0.0082;0.0009;0.9206;0.0002;0.0026;0.0001;0.0407;0.0007;0.0056;0.0732;0.0014;0.1898
HOR_2018051818434D63C5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5521;0.0494;0.0038;0.0002;0.0001;0.0;0.0;0.0009;0.0002;0.4358;0.001;0.0114;0.0;0.0014;0.0002;0.0177;0.0227;0.0003;0.0007;0.0001;0.5521;0.0494;0.0038;0.0002;0.0001;0.0;0.0;0.0009;0.0002;0.4358;0.001;0.0114;0.0;0.0014;0.0002;0.0177;0.0227;0.0003;0.0007;0.0001;0.0549
HOR_201805116BB5AD4C0E;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2872;0.0074;0.0048;0.0252;0.0007;0.0017;0.0001;0.0041;0.0633;0.2049;0.0058;0.0284;0.0001;0.0013;0.0022;0.0011;0.0001;0.0069;0.0039;0.0023;0.7128;0.0074;0.0048;0.9748;0.0007;0.0017;0.9999;0.0041;0.0633;0.2049;0.0058;0.0284;0.0001;0.0013;0.0022;0.0011;0.0001;0.0069;0.0039;0.0023;0.1513
EMEDIA_20141128E23D140AB9;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0.9126;0.0039;0.0022;0.0011;0.0002;0.0;0.0;0.0009;0.0003;0.7191;0.0001;0.107;0.0004;0.0001;0.0001;0.0314;0.0038;0.0005;0.0003;0.0;0.0874;0.0039;0.0022;0.9989;0.0002;1.0;0.0;0.0009;0.9997;0.7191;0.0001;0.893;0.0004;0.0001;0.0001;0.0314;0.0038;0.0005;0.0003;0.0;0.2371
WZ_20160406031108092660081;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9646;0.0176;0.0044;0.0118;0.943;0.003;0.0011;0.0038;0.0016;0.1048;0.0021;0.0004;0.002;0.0014;0.009;0.0012;0.0001;0.0026;0.0467;0.1525;0.0354;0.0176;0.0044;0.9882;0.943;0.997;0.9989;0.0038;0.0016;0.1048;0.0021;0.0004;0.002;0.0014;0.009;0.0012;0.0001;0.0026;0.0467;0.1525;0.2156
KURIER_201609231920410017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0023;0.0046;0.0009;0.0012;0.0051;0.0007;0.0003;0.0004;0.0007;0.0034;0.0033;0.0005;0.0002;0.0012;0.0029;0.0;0.0002;0.0014;0.0003;0.0039;0.0023;0.0046;0.0009;0.0012;0.0051;0.0007;0.0003;0.0004;0.0007;0.0034;0.0033;0.0005;0.0002;0.0012;0.0029;0.0;0.0002;0.0014;0.0003;0.0039;0.0017
STANDARD_20140930194001232200080;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.748;0.1246;0.1383;0.0;0.0003;0.0;0.0001;0.0001;0.0;0.1916;0.0008;0.0;0.0108;0.0012;0.0245;0.0004;0.0;0.03;0.0039;0.0011;0.252;0.8754;0.1383;0.0;0.0003;0.0;0.9999;0.0001;0.0;0.1916;0.0008;0.0;0.0108;0.0012;0.0245;0.0004;0.0;0.03;0.0039;0.0011;0.1265
WZ_20150617031308046800089;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0725;0.008;0.013;0.0136;0.0044;0.0005;0.0001;0.0031;0.0093;0.0115;0.0096;0.0088;0.0001;0.0004;0.0007;0.0026;0.0001;0.017;0.0039;0.0067;0.9275;0.008;0.013;0.9864;0.0044;0.9995;0.0001;0.0031;0.0093;0.0115;0.0096;0.0088;0.0001;0.0004;0.0007;0.0026;0.0001;0.017;0.0039;0.0067;0.1506
NVT_201801314C009E2719;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.9937;0.1009;0.0028;0.024;0.0034;0.013;0.001;0.039;0.0024;0.1822;0.0073;0.1282;0.0;0.0005;0.0033;0.0003;0.0141;0.0001;0.3333;0.0151;0.0063;0.1009;0.0028;0.024;0.0034;0.013;0.001;0.039;0.0024;0.8178;0.0073;0.1282;0.0;0.0005;0.0033;0.0003;0.0141;0.0001;0.3333;0.0151;0.0756
WZ_20131029031314195500091;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.8876;0.3466;0.0564;0.0326;0.0048;0.002;0.0004;0.0104;0.2944;0.9488;0.2235;0.2779;0.0001;0.0052;0.0078;0.0124;0.0005;0.0021;0.0052;0.0033;0.1124;0.6534;0.0564;0.0326;0.0048;0.002;0.0004;0.0104;0.2944;0.0512;0.2235;0.2779;0.0001;0.0052;0.0078;0.0124;0.0005;0.0021;0.0052;0.0033;0.0878
WZ_20141219031315186660080;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9433;0.0111;0.0064;0.2114;0.0019;0.0008;0.0;0.0022;0.023;0.2399;0.004;0.0276;0.0;0.0001;0.0002;0.0024;0.0006;0.0017;0.0;0.0065;0.0567;0.0111;0.0064;0.2114;0.0019;0.0008;0.0;0.0022;0.023;0.2399;0.004;0.0276;0.0;0.0001;0.0002;0.0024;0.0006;0.0017;0.0;0.9935;0.0792
KURIER_201611161920420050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9886;0.0009;0.0;0.0809;0.002;0.0001;0.0;0.0015;0.0006;0.5252;0.0001;0.0152;0.0;0.0;0.0001;0.0066;0.0333;0.0002;0.0003;0.0004;0.9886;0.0009;0.0;0.0809;0.002;0.0001;0.0;0.0015;0.0006;0.5252;0.0001;0.0152;0.0;0.0;0.0001;0.0066;0.0333;0.0002;0.0003;0.0004;0.0828
KURIER_201802201920530123;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0.9162;0.0789;0.0011;0.0021;0.0004;0.0004;0.0001;0.0014;0.0015;0.9592;0.0005;0.0366;0.0002;0.0024;0.0012;0.0107;0.0066;0.0009;0.0623;0.0005;0.0838;0.9211;0.0011;0.9979;0.0004;0.9996;0.9999;0.0014;0.9985;0.0408;0.0005;0.0366;0.0002;0.0024;0.0012;0.0107;0.0066;0.0009;0.0623;0.0005;0.2583
KLEINE_20171004041005036270360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4623;0.0001;0.0004;0.0019;0.0007;0.0002;0.0;0.0003;0.0041;0.0566;0.0038;0.0356;0.0;0.0;0.0057;0.0001;0.0003;0.0009;0.0042;0.0004;0.4623;0.0001;0.0004;0.0019;0.0007;0.0002;0.0;0.0003;0.0041;0.0566;0.0038;0.0356;0.0;0.0;0.0057;0.0001;0.0003;0.0009;0.0042;0.0004;0.0289
WZ_20161029031111143530065;1;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0.9999;0.472;0.0592;0.8436;0.0626;0.0407;0.0019;0.0071;0.2297;0.4114;0.0275;0.3868;0.001;0.003;0.0125;0.0014;0.0735;0.0106;0.0164;0.0623;0.0001;0.528;0.0592;0.1564;0.0626;0.9593;0.0019;0.0071;0.2297;0.4114;0.9725;0.6132;0.001;0.003;0.0125;0.0014;0.0735;0.0106;0.0164;0.9377;0.2529
KURIER_201306301834350076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1206;0.0005;0.0005;0.0;0.0016;0.0001;0.0;0.0052;0.0009;0.0134;0.0002;0.0001;0.0001;0.0003;0.0034;0.0004;0.0011;0.0881;0.0039;0.0004;0.1206;0.0005;0.0005;0.0;0.0016;0.0001;0.0;0.0052;0.0009;0.0134;0.0002;0.0001;0.0001;0.0003;0.0034;0.0004;0.0011;0.0881;0.0039;0.0004;0.012
MEDIANET_20180427EE75BF82BD;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.9621;0.0406;0.0224;0.0013;0.2405;0.0004;0.0001;0.0995;0.0028;0.3276;0.0007;0.2679;0.0073;0.0003;0.0012;0.0012;0.0001;0.1866;0.004;0.0002;0.0379;0.9594;0.0224;0.0013;0.2405;0.9996;0.0001;0.0995;0.9972;0.3276;0.0007;0.2679;0.0073;0.0003;0.0012;0.0012;0.0001;0.1866;0.004;0.0002;0.2078
WZ_20140816031315025180060;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0641;0.0108;0.1662;0.0001;0.0198;0.0014;0.0007;0.008;0.0;0.0022;0.0008;0.0047;0.0404;0.0114;0.0022;0.0006;0.0;0.0039;0.0008;0.0051;0.9359;0.9892;0.1662;0.9999;0.0198;0.0014;0.0007;0.008;0.0;0.0022;0.0008;0.0047;0.0404;0.0114;0.0022;0.0006;0.0;0.0039;0.0008;0.9949;0.2092
NEWS_20161029A3577B7D95;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.9888;0.0023;0.0;0.9665;0.0028;0.0001;0.0;0.0026;0.0033;0.0025;0.0045;0.0141;0.0;0.0;0.0;0.0001;0.7551;0.0019;0.2701;0.0017;0.0112;0.0023;0.0;0.0335;0.0028;0.0001;0.0;0.0026;0.0033;0.0025;0.0045;0.0141;0.0;0.0;0.0;0.0001;0.2449;0.0019;0.2701;0.0017;0.0298
MWVOLL_20131007_3368714;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0.9544;0.3042;0.0029;0.0163;0.0091;0.0;0.0027;0.0067;0.0;0.8907;0.1727;0.0;0.0218;0.0005;0.0003;0.0088;0.0178;0.0435;0.0078;0.0018;0.0456;0.6958;0.0029;0.0163;0.0091;0.0;0.9973;0.0067;0.0;0.8907;0.1727;1.0;0.0218;0.0005;0.0003;0.0088;0.0178;0.0435;0.0078;0.0018;0.197
WZ_20161029031111143530003;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9877;0.0103;0.0741;0.6152;0.4902;0.0216;0.0082;0.0011;0.2458;0.0091;0.2206;0.0494;0.0018;0.0001;0.0572;0.0;0.0005;0.004;0.0064;0.5557;0.0123;0.0103;0.0741;0.3848;0.4902;0.9784;0.0082;0.0011;0.2458;0.0091;0.2206;0.0494;0.0018;0.0001;0.0572;0.0;0.0005;0.004;0.0064;0.5557;0.1555
FORMATDB_20161014B62E777BAC;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9723;0.0038;0.0985;0.0219;0.379;0.0017;0.0052;0.01;0.0997;0.006;0.1168;0.2267;0.0024;0.0001;0.0418;0.0006;0.0004;0.0382;0.9354;0.1006;0.0277;0.9962;0.0985;0.9781;0.621;0.0017;0.0052;0.01;0.0997;0.006;0.1168;0.2267;0.0024;0.0001;0.0418;0.0006;0.0004;0.0382;0.9354;0.1006;0.2154
KURIER_201706141920400055;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.572;0.0223;0.0091;0.0007;0.1188;0.0011;0.0006;0.019;0.0322;0.221;0.0065;0.0216;0.0003;0.001;0.0165;0.0008;0.0012;0.0137;0.0153;0.0027;0.428;0.9777;0.0091;0.9993;0.1188;0.0011;0.0006;0.019;0.0322;0.221;0.0065;0.0216;0.0003;0.001;0.0165;0.0008;0.0012;0.0137;0.0153;0.0027;0.1443
WZ_20171018031307015270083;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2266;0.005;0.0296;0.0409;0.0052;0.0078;0.0097;0.0056;0.0453;0.0186;0.0137;0.1707;0.0451;0.0014;0.1064;0.0001;0.0024;0.0197;0.7225;0.0316;0.7734;0.995;0.0296;0.0409;0.0052;0.0078;0.0097;0.0056;0.0453;0.0186;0.0137;0.1707;0.0451;0.0014;0.1064;0.0001;0.0024;0.0197;0.7225;0.0316;0.1522
