Article ID;GOLD: R: Risikotypen;GOLD: R: RT: Datenschutz, Privatsphäre, Überwachung;GOLD: R: RT: Haftung/Verantwortung;GOLD: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;GOLD: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;GOLD: R: RT: Intransparenz (Blackbox);GOLD: R: RT: Kommodifizierung der Nutzer (Ausbeutung);GOLD: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;GOLD: R: RT: Diskriminierung, Ungleichheit;GOLD: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;GOLD: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;GOLD: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;GOLD: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;GOLD: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);GOLD: R: RT: Wirtschaftlichkeit und Effizienz;GOLD: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;GOLD: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;GOLD: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;PRED: R: Risikotypen;PRED: R: RT: Datenschutz, Privatsphäre, Überwachung;PRED: R: RT: Haftung/Verantwortung;PRED: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;PRED: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;PRED: R: RT: Intransparenz (Blackbox);PRED: R: RT: Kommodifizierung der Nutzer (Ausbeutung);PRED: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;PRED: R: RT: Diskriminierung, Ungleichheit;PRED: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;PRED: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;PRED: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;PRED: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;PRED: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);PRED: R: RT: Wirtschaftlichkeit und Effizienz;PRED: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;PRED: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;PRED: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;AVG DIFF: R: Risikotypen;AVG DIFF: R: RT: Datenschutz, Privatsphäre, Überwachung;AVG DIFF: R: RT: Haftung/Verantwortung;AVG DIFF: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;AVG DIFF: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;AVG DIFF: R: RT: Intransparenz (Blackbox);AVG DIFF: R: RT: Kommodifizierung der Nutzer (Ausbeutung);AVG DIFF: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;AVG DIFF: R: RT: Diskriminierung, Ungleichheit;AVG DIFF: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;AVG DIFF: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;AVG DIFF: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;AVG DIFF: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;AVG DIFF: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);AVG DIFF: R: RT: Wirtschaftlichkeit und Effizienz;AVG DIFF: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;AVG DIFF: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;AVG DIFF: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;Average difference per article
SN_20150928013141286540065;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6087;0.1187;0.0006;0.0244;0.002;0.0001;0.0;0.002;0.0003;0.8403;0.0005;0.0005;0.0003;0.0027;0.0027;0.0033;0.0;0.0002;0.3913;0.1187;0.9994;0.0244;0.002;0.0001;0.0;0.002;0.0003;0.8403;0.0005;0.0005;0.0003;0.0027;0.0027;0.0033;0.0;0.0002;0.1327
PRESSE_20160803B1018081CD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.999;0.0012;0.0;0.0002;0.3224;0.0;0.0;0.1395;0.0;0.0373;0.0005;0.0407;0.1524;0.0;0.0;0.0001;0.0003;0.0033;0.999;0.0012;0.0;0.0002;0.3224;0.0;0.0;0.1395;0.0;0.0373;0.0005;0.0407;0.1524;0.0;0.0;0.0001;0.0003;0.0033;0.0943
KLEINE_20170825041003194510320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9784;0.0004;0.0034;0.0001;0.0055;0.0;0.0001;0.0055;0.0002;0.2326;0.0;0.002;0.1101;0.0004;0.0001;0.0113;0.0002;0.9629;0.9784;0.0004;0.0034;0.0001;0.0055;0.0;0.0001;0.0055;0.0002;0.2326;0.0;0.002;0.1101;0.0004;0.0001;0.0113;0.0002;0.9629;0.1285
WZ_20171104031109152100017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4995;0.0021;0.0042;0.0154;0.014;0.0011;0.0065;0.0027;0.038;0.1166;0.0766;0.0108;0.0014;0.0001;0.0001;0.0015;0.021;0.7052;0.4995;0.0021;0.0042;0.0154;0.014;0.0011;0.0065;0.0027;0.038;0.1166;0.0766;0.0108;0.0014;0.0001;0.0001;0.0015;0.021;0.7052;0.0843
VN_20130518230427033460115;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.0016;0.0006;0.0012;0.0;0.0002;0.0;0.0;0.0009;0.0001;0.002;0.0;0.0005;0.001;0.001;0.0005;0.0009;0.0001;0.0028;0.9984;0.0006;0.0012;0.0;0.0002;0.0;0.0;0.0009;0.0001;0.998;0.0;0.0005;0.001;0.001;0.0005;0.0009;0.0001;0.9972;0.1667
VN_20160326230734283850135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9299;0.0002;0.0002;0.0005;0.0046;0.0006;0.0;0.01;0.0055;0.4399;0.0;0.0216;0.0082;0.0005;0.0032;0.0079;0.0002;0.0078;0.9299;0.0002;0.0002;0.0005;0.0046;0.0006;0.0;0.01;0.0055;0.4399;0.0;0.0216;0.0082;0.0005;0.0032;0.0079;0.0002;0.0078;0.08
KURIER_201801030401370268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1707;0.0001;0.0;0.0;0.0041;0.0;0.0;0.0024;0.0;0.0038;0.0;0.0009;0.0001;0.0001;0.001;0.0035;0.0003;0.0556;0.1707;0.0001;0.0;0.0;0.0041;0.0;0.0;0.0024;0.0;0.0038;0.0;0.0009;0.0001;0.0001;0.001;0.0035;0.0003;0.0556;0.0135
PRESSE_201210281916120151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9178;0.1499;0.0009;0.0;0.0449;0.0001;0.0004;0.0109;0.0;0.4158;0.0032;0.0009;0.0007;0.0166;0.0;0.0217;0.0052;0.005;0.9178;0.1499;0.0009;0.0;0.0449;0.0001;0.0004;0.0109;0.0;0.4158;0.0032;0.0009;0.0007;0.0166;0.0;0.0217;0.0052;0.005;0.0886
OOEN_200703030408250066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.993;0.0032;0.0415;0.0001;0.0094;0.0;0.0002;0.0004;0.0;0.817;0.0001;0.0008;0.1783;0.0005;0.0;0.0002;0.018;0.0276;0.993;0.0032;0.0415;0.0001;0.0094;0.0;0.0002;0.0004;0.0;0.817;0.0001;0.0008;0.1783;0.0005;0.0;0.0002;0.018;0.0276;0.1161
PRESSE_201310131915430079;1;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0.971;0.0415;0.0003;0.0012;0.0094;0.0;0.0;0.0385;0.0;0.5328;0.0004;0.2983;0.004;0.0004;0.0002;0.0853;0.0021;0.0585;0.029;0.0415;0.9997;0.0012;0.9906;0.0;0.0;0.9615;0.0;0.5328;0.0004;0.7017;0.996;0.0004;0.0002;0.0853;0.0021;0.0585;0.3001
PROFIL_201812178E7D0688AB;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0.8273;0.0019;0.0094;0.0;0.0084;0.0;0.0;0.0073;0.0011;0.6549;0.0004;0.0432;0.0173;0.0004;0.0024;0.0007;0.0049;0.4764;0.1727;0.0019;0.9906;1.0;0.9916;0.0;0.0;0.9927;0.0011;0.6549;0.9996;0.0432;0.0173;0.0004;0.0024;0.0007;0.0049;0.5236;0.3554
PRESSE_201605041915110076;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.9666;0.0915;0.054;0.0001;0.0024;0.0006;0.0;0.0345;0.0005;0.2687;0.0001;0.306;0.0049;0.008;0.0075;0.0009;0.0008;0.0029;0.0334;0.0915;0.946;0.0001;0.0024;0.0006;0.0;0.9655;0.0005;0.2687;0.0001;0.306;0.0049;0.008;0.0075;0.0009;0.0008;0.0029;0.1467
FORMATDB_201611110F8589863A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9069;0.0064;0.0001;0.0242;0.0015;0.0;0.0;0.0011;0.0071;0.8385;0.0038;0.0001;0.0009;0.0001;0.0032;0.0123;0.0;0.5919;0.9069;0.0064;0.0001;0.0242;0.0015;0.0;0.0;0.0011;0.0071;0.8385;0.0038;0.0001;0.0009;0.0001;0.0032;0.0123;0.0;0.5919;0.1332
KURIER_201209151717240207;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.357;0.0003;0.0009;0.0005;0.0224;0.0001;0.0;0.0057;0.0004;0.0191;0.0001;0.0002;0.0014;0.0001;0.0001;0.006;0.0036;0.029;0.643;0.0003;0.0009;0.0005;0.0224;0.0001;0.0;0.0057;0.0004;0.9809;0.0001;0.0002;0.0014;0.0001;0.0001;0.006;0.0036;0.029;0.0941
WZ_20101023011627071210051;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.998;0.0004;0.0026;0.0001;0.0021;0.0;0.0;0.0359;0.0035;0.9721;0.0002;0.0876;0.266;0.0001;0.0162;0.0077;0.0118;0.9541;0.002;0.0004;0.0026;0.0001;0.9979;0.0;0.0;0.0359;0.0035;0.9721;0.0002;0.0876;0.266;0.0001;0.0162;0.0077;0.0118;0.9541;0.1866
STANDARD_20180411194503066820116;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.0;0.7007;0.0003;0.0;0.2787;0.0;0.0001;0.0034;0.0;0.6324;0.0141;0.4125;0.8076;0.008;0.0;0.0;0.0023;0.0176;0.0;0.7007;0.0003;0.0;0.2787;0.0;0.0001;0.9966;0.0;0.6324;0.0141;0.4125;0.8076;0.008;0.0;0.0;0.0023;0.0176;0.215
PRESSE_201306301915390060;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0.9953;0.0178;0.001;0.0001;0.0101;0.0;0.0;0.0071;0.0;0.9841;0.0001;0.0038;0.1426;0.0008;0.0017;0.006;0.002;0.9559;0.0047;0.0178;0.001;0.0001;0.9899;0.0;0.0;0.9929;1.0;0.9841;0.0001;0.0038;0.1426;0.0008;0.0017;0.006;0.002;0.9559;0.2835
KRONE_199904091757078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2036;0.0001;0.0;0.0;0.0;0.0;0.0;0.0043;0.0;0.0013;0.0;0.0027;0.0037;0.0;0.0019;0.0;0.0595;0.0347;0.2036;0.0001;0.0;0.0;0.0;0.0;0.0;0.0043;0.0;0.0013;0.0;0.0027;0.0037;0.0;0.0019;0.0;0.0595;0.0347;0.0173
MWVOLL_20030917190000603100;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0032;0.0004;0.0002;0.0002;0.0003;0.0001;0.0003;0.001;0.0002;0.0008;0.0011;0.0183;0.0006;0.0001;0.0001;0.0107;0.0012;0.1286;0.9968;0.0004;0.0002;0.0002;0.0003;0.0001;0.0003;0.999;0.0002;0.0008;0.0011;0.0183;0.0006;0.0001;0.0001;0.0107;0.0012;0.1286;0.1199
OOEN_20160305040002039760040;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0.9999;0.0009;0.0017;0.0;0.0164;0.0;0.0;0.0379;0.0003;0.9206;0.0012;0.4057;0.3139;0.0;0.0002;0.0015;0.0006;0.9419;0.0001;0.0009;0.0017;0.0;0.0164;0.0;0.0;0.9621;0.0003;0.9206;0.0012;0.4057;0.6861;0.0;0.0002;0.0015;0.0006;0.9419;0.2189
WZ_20160331031308108280086;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0.7789;0.0608;0.1268;0.0001;0.0407;0.0007;0.0001;0.0471;0.003;0.0469;0.0001;0.0417;0.0021;0.0157;0.0151;0.0041;0.0016;0.0063;0.2211;0.0608;0.1268;0.0001;0.9593;0.0007;0.0001;0.9529;0.003;0.9531;0.9999;0.0417;0.0021;0.0157;0.0151;0.0041;0.0016;0.0063;0.2425
EMEDIA_20180126F0E083B9A7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9992;0.9631;0.0109;0.0024;0.0002;0.0;0.0016;0.0162;0.0;0.9354;0.0004;0.0001;0.0023;0.0542;0.9706;0.0098;1.0;0.9632;0.9992;0.9631;0.0109;0.0024;0.0002;0.0;0.0016;0.0162;0.0;0.9354;0.0004;0.0001;0.0023;0.0542;0.9706;0.0098;1.0;0.9632;0.3294
TTKOMP_20160701020515166300102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9135;0.0502;0.0008;0.0003;0.0008;0.0;0.0;0.0033;0.0;0.9367;0.0001;0.0033;0.0007;0.0013;0.0014;0.0077;0.0001;0.0103;0.9135;0.0502;0.0008;0.0003;0.0008;0.0;0.0;0.0033;0.0;0.9367;0.0001;0.0033;0.0007;0.0013;0.0014;0.0077;0.0001;0.0103;0.1073
KURIER_201701290401280053;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0.9994;0.0019;0.0004;0.0006;0.004;0.0;0.0001;0.0038;0.0001;0.9957;0.0018;0.3863;0.0004;0.0001;0.001;0.1836;0.0035;0.0191;0.0006;0.0019;0.0004;0.0006;0.004;0.0;0.0001;0.9962;0.0001;0.0043;0.0018;0.6137;0.0004;0.0001;0.001;0.1836;0.0035;0.0191;0.1017
STANDARD_20180517194502325560049;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0.0301;0.0025;0.0006;0.0012;0.0024;0.0001;0.0001;0.0028;0.0134;0.3792;0.0359;0.0027;0.0004;0.0013;0.0002;0.0009;0.0021;0.0075;0.9699;0.0025;0.0006;0.0012;0.0024;0.0001;0.0001;0.9972;0.0134;0.3792;0.0359;0.9973;0.0004;0.0013;0.0002;0.0009;0.0021;0.0075;0.1896
STANDARD_19960119054848000020;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.8551;0.0003;0.0006;0.0;0.0004;0.0001;0.0;0.0043;0.0001;0.3683;0.0002;0.0019;0.0001;0.0002;0.0007;0.0025;0.0022;0.0836;0.1449;0.0003;0.0006;0.0;0.0004;0.0001;0.0;0.0043;0.0001;0.6317;0.0002;0.0019;0.0001;0.0002;0.0007;0.0025;0.0022;0.0836;0.0485
OOEN_20181107014504186900074;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9472;0.2393;0.0374;0.0037;0.0617;0.0031;0.002;0.0513;0.0074;0.0171;0.0453;0.6832;0.0025;0.0035;0.0009;0.0081;0.0014;0.0358;0.0528;0.2393;0.0374;0.0037;0.9383;0.0031;0.002;0.0513;0.0074;0.0171;0.0453;0.6832;0.0025;0.0035;0.0009;0.0081;0.0014;0.9642;0.1701
MWVOLL_20160616_6998555;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.9961;0.0007;0.0;0.0;0.04;0.0;0.0;0.0479;0.0;0.5927;0.0;0.0;0.0083;0.0006;0.0;0.0011;0.0019;0.2911;0.0039;0.0007;0.0;0.0;0.04;0.0;0.0;0.9521;0.0;0.5927;0.0;0.0;0.0083;0.0006;0.0;0.0011;0.0019;0.7089;0.1283
EMEDIA_201302221753240056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9989;0.021;0.0;0.0001;0.0002;0.0016;0.0;0.5904;0.0;0.475;0.0;0.0098;0.0001;0.0021;0.0001;0.0274;0.148;0.002;0.9989;0.021;0.0;0.0001;0.0002;0.0016;0.0;0.5904;0.0;0.475;0.0;0.0098;0.0001;0.0021;0.0001;0.0274;0.148;0.002;0.1265
WZ_20180525C9E368BFD8;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.9991;0.0171;0.1181;0.0002;0.1001;0.0001;0.0004;0.2913;0.0096;0.9612;0.0011;0.1706;0.1657;0.0013;0.0216;0.0102;0.0058;0.9635;0.0009;0.0171;0.1181;0.0002;0.8999;0.0001;0.0004;0.2913;0.0096;0.9612;0.0011;0.8294;0.1657;0.0013;0.0216;0.0102;0.0058;0.9635;0.2387
MEDIANET_2016030413C1A5E1EC;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.5981;0.02;0.0469;0.0002;0.009;0.0001;0.0;0.1015;0.001;0.1072;0.0;0.1231;0.0022;0.0013;0.3764;0.0035;0.0007;0.0352;0.4019;0.02;0.0469;0.0002;0.991;0.0001;0.0;0.1015;0.001;0.1072;0.0;0.8769;0.0022;0.0013;0.3764;0.0035;0.0007;0.0352;0.1648
ECHO_200709011522210012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.923;0.0238;0.0009;0.0;0.0003;0.0;0.0;0.0053;0.0001;0.9015;0.0;0.0094;0.0002;0.0051;0.0237;0.0504;0.0002;0.028;0.923;0.0238;0.0009;0.0;0.0003;0.0;0.0;0.0053;0.0001;0.9015;0.0;0.0094;0.0002;0.0051;0.0237;0.0504;0.0002;0.028;0.1096
TT_20160912860AAB4E91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9781;0.0001;0.0397;0.0001;0.005;0.0;0.0001;0.0006;0.0;0.0141;0.0;0.0084;0.9834;0.0004;0.0001;0.0006;0.0171;0.0333;0.9781;0.0001;0.0397;0.0001;0.005;0.0;0.0001;0.0006;0.0;0.0141;0.0;0.0084;0.9834;0.0004;0.0001;0.0006;0.0171;0.0333;0.1156
KURIER_201707061920410025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.131;0.0001;0.0;0.0;0.0003;0.0;0.0;0.0155;0.0;0.0029;0.0;0.0004;0.0;0.0;0.002;0.0119;0.0002;0.0671;0.131;0.0001;0.0;0.0;0.0003;0.0;0.0;0.0155;0.0;0.0029;0.0;0.0004;0.0;0.0;0.002;0.0119;0.0002;0.0671;0.0129
KURIER_201601121920550012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0011;0.0053;0.0003;0.0126;0.003;0.0005;0.4154;0.0149;0.0979;0.0011;0.2997;0.0388;0.0001;0.0014;0.1675;0.0313;0.9828;1.0;0.0011;0.0053;0.0003;0.0126;0.003;0.0005;0.4154;0.0149;0.0979;0.0011;0.2997;0.0388;0.0001;0.0014;0.1675;0.0313;0.9828;0.1708
OOEN_20160305B035521226;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6205;0.0002;0.0012;0.0;0.0398;0.0;0.0;0.0081;0.0002;0.3491;0.0001;0.001;0.0039;0.0009;0.0003;0.0004;0.0025;0.1043;0.3795;0.0002;0.0012;0.0;0.9602;0.0;0.0;0.0081;0.0002;0.3491;0.0001;0.001;0.0039;0.0009;0.0003;0.0004;0.0025;0.1043;0.1007
PRESSE_201701291915120115;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.9892;0.002;0.0002;0.0003;0.0001;0.0;0.0;0.0027;0.0008;0.9895;0.0002;0.0025;0.0001;0.0001;0.0935;0.016;0.0;0.1851;0.0108;0.998;0.0002;0.9997;0.0001;0.0;0.0;0.0027;0.0008;0.9895;0.9998;0.0025;0.0001;0.0001;0.0935;0.016;0.0;0.1851;0.2388
TT_201801186199D4726A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9792;0.5145;0.0021;0.0013;0.0031;0.0001;0.0002;0.315;0.0;0.1615;0.0001;0.0204;0.0003;0.005;0.011;0.3928;0.0008;0.3431;0.9792;0.5145;0.0021;0.0013;0.0031;0.0001;0.0002;0.315;0.0;0.1615;0.0001;0.0204;0.0003;0.005;0.011;0.3928;0.0008;0.3431;0.1528
WZ_20160820031110268600067;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0.9997;0.1003;0.333;0.0044;0.016;0.0;0.0002;0.0545;0.0107;0.9975;0.0054;0.3711;0.0055;0.0034;0.0602;0.0161;0.0002;0.4457;0.0003;0.1003;0.333;0.0044;0.984;0.0;0.0002;0.0545;0.0107;0.0025;0.0054;0.6289;0.0055;0.0034;0.0602;0.0161;0.0002;0.5543;0.1535
STANDARD_20171115194502812820138;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.9941;0.0012;0.0;0.0;0.0064;0.0003;0.0;0.1294;0.0009;0.0056;0.0033;0.7645;0.0008;0.0;0.0001;0.0002;0.0044;0.0118;0.0059;0.0012;0.0;0.0;0.9936;0.0003;0.0;0.8706;0.0009;0.0056;0.0033;0.7645;0.0008;0.0;0.0001;0.0002;0.0044;0.0118;0.148
KURIER_201302091832000119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9701;0.0031;0.0261;0.0;0.0005;0.0;0.0;0.0095;0.0;0.011;0.0002;0.657;0.0467;0.0;0.0016;0.0006;0.0492;0.8082;0.9701;0.0031;0.0261;0.0;0.0005;0.0;0.0;0.0095;0.0;0.011;0.0002;0.657;0.0467;0.0;0.0016;0.0006;0.0492;0.8082;0.1435
KURIER_1996012218530147;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.9717;0.002;0.0;0.0006;0.0071;0.0002;0.0;0.476;0.0047;0.6241;0.0001;0.0986;0.0003;0.0003;0.0125;0.0023;0.0004;0.1502;0.0283;0.002;0.0;0.0006;0.9929;0.0002;0.0;0.476;0.0047;0.6241;0.0001;0.9014;0.0003;0.0003;0.0125;0.0023;0.0004;0.1502;0.1776
KLEINE_20171027041003028330126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9742;0.0001;0.0019;0.0;0.0047;0.0;0.0;0.0115;0.0007;0.3568;0.0009;0.0006;0.0052;0.0;0.0077;0.0092;0.0011;0.9878;0.0258;0.0001;0.0019;0.0;0.0047;0.0;0.0;0.0115;0.0007;0.3568;0.0009;0.0006;0.0052;0.0;0.0077;0.0092;0.0011;0.0122;0.0244
KRONE_20160603011960099;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9997;0.0038;0.1587;0.0028;0.002;0.0003;0.0002;0.0447;0.0373;0.7868;0.0021;0.0702;0.0334;0.0001;0.0071;0.0058;0.0022;0.3382;0.0003;0.0038;0.1587;0.0028;0.998;0.0003;0.0002;0.0447;0.0373;0.7868;0.0021;0.0702;0.0334;0.0001;0.0071;0.0058;0.0022;0.6618;0.1564
WZ_200408052235210142;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9982;0.0074;0.0943;0.0001;0.0013;0.0;0.0;0.0144;0.0009;0.9888;0.0;0.0787;0.0534;0.0011;0.0334;0.0003;0.0001;0.3684;0.0018;0.0074;0.0943;0.0001;0.9987;0.0;0.0;0.0144;0.0009;0.9888;0.0;0.0787;0.0534;0.0011;0.0334;0.0003;0.0001;0.3684;0.1468
PROFIL_201807092787C83B57;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0.5964;0.0036;0.0014;0.0008;0.0461;0.0003;0.0;0.1217;0.0014;0.0456;0.0003;0.0036;0.0002;0.0002;0.0012;0.0015;0.0161;0.0057;0.4036;0.0036;0.0014;0.0008;0.0461;0.0003;0.0;0.8783;0.0014;0.9544;0.0003;0.0036;0.0002;0.0002;0.0012;0.0015;0.0161;0.0057;0.1288
VN_20110514D1BD2E4A00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.999;0.0646;0.003;0.0023;0.0086;0.0001;0.0;0.0434;0.0019;0.9978;0.0175;0.0091;0.0006;0.0002;0.0026;0.0017;0.0001;0.0205;0.999;0.0646;0.003;0.0023;0.0086;0.0001;0.0;0.0434;0.0019;0.9978;0.0175;0.0091;0.0006;0.0002;0.0026;0.0017;0.0001;0.0205;0.1207
VN_20181009231332702480107;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0.9998;0.0042;0.4895;0.0;0.4826;0.0068;0.0311;0.1777;0.0137;0.4551;0.0419;0.3863;0.4564;0.0029;0.0905;0.006;0.1269;0.9057;0.0002;0.0042;0.4895;0.0;0.5174;0.0068;0.0311;0.1777;0.0137;0.4551;0.0419;0.3863;0.5436;0.0029;0.0905;0.006;0.1269;0.9057;0.2111
PRESSE_200704061849390083;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3111;0.011;0.0009;0.0003;0.0007;0.0;0.0;0.0023;0.0;0.4144;0.0;0.0023;0.0023;0.0003;0.0088;0.0029;0.0015;0.0057;0.6889;0.989;0.0009;0.0003;0.0007;0.0;0.0;0.0023;0.0;0.4144;0.0;0.0023;0.0023;0.0003;0.0088;0.0029;0.0015;0.0057;0.1178
NVT_201704192901910B90;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0.992;0.7511;0.1147;0.011;0.0012;0.0068;0.0004;0.0168;0.0079;0.6497;0.0021;0.4426;0.0035;0.0103;0.0125;0.0011;0.0197;0.0078;0.008;0.7511;0.8853;0.011;0.0012;0.0068;0.0004;0.0168;0.9921;0.3503;0.0021;0.5574;0.0035;0.0103;0.0125;0.0011;0.0197;0.0078;0.2021
HOR_20181116CB6F841543;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0.9989;0.0055;0.0006;0.0025;0.0;0.0002;0.0;0.0159;0.0014;0.9724;0.0037;0.0723;0.0;0.0003;0.0081;0.1138;0.007;0.0028;0.0011;0.0055;0.0006;0.0025;0.0;0.0002;0.0;0.0159;0.0014;0.0276;0.0037;0.0723;0.0;0.9997;0.0081;0.8862;0.007;0.0028;0.113
KURIER_201805280400460030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9959;0.0;0.0003;0.0004;0.1377;0.0;0.0;0.4955;0.0011;0.9354;0.0;0.0018;0.0092;0.0;0.001;0.0001;0.0032;0.3363;0.9959;0.0;0.0003;0.0004;0.1377;0.0;0.0;0.4955;0.0011;0.9354;0.0;0.0018;0.0092;0.0;0.001;0.0001;0.0032;0.3363;0.1621
KURIER_201010231720010174;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.391;0.0006;0.0002;0.0002;0.0047;0.0;0.0;0.0099;0.0004;0.6965;0.0001;0.0039;0.0012;0.0003;0.0027;0.0015;0.0034;0.2502;0.609;0.0006;0.0002;0.0002;0.0047;0.0;0.0;0.0099;0.0004;0.6965;0.0001;0.9961;0.0012;0.0003;0.0027;0.0015;0.0034;0.2502;0.1432
